q1_name,df_id,df_name,is_oa
Research in the Mathematical Sciences,https://openalex.org/S2737856571,Research in the Mathematical Sciences,False
Algebraic Geometry,https://openalex.org/S4210177002,Algebraic geometry,True
IIC-INTERNATIONAL REVIEW OF INTELLECTUAL PROPERTY AND COMPETITION LAW,https://openalex.org/S1002663397,"GRURRR. Gewerblicher Rechtsschutz und Urheberrecht, Rechtsprechungs-Report/GRUR-DVD/GRUR-CD/IIC/Gewerblicher Rechtsschutz und Urheberrecht/Gewerblicher Rechtsschutz und Urheberrecht. Internationaler Teil",False
Legal Theory,https://openalex.org/S139242520,Legal Theory,False
COMMUNICATIONS IN CONTEMPORARY MATHEMATICS,https://openalex.org/S51811661,Communications in Contemporary Mathematics,False
INTERNATIONAL JOURNAL OF PSYCHOANALYSIS,https://openalex.org/S19117828,The International Journal of Psychoanalysis,False
JOURNAL OF GEOMETRIC ANALYSIS,https://openalex.org/S6775291,Journal of Geometric Analysis,False
TRANSACTIONS OF THE AMERICAN MATHEMATICAL SOCIETY,https://openalex.org/S60030702,Transactions of the American Mathematical Society,False
East Asia,https://openalex.org/S51788407,East Asia,False
Milan Journal of Mathematics,https://openalex.org/S66303039,Milan Journal of Mathematics,False
JOURNAL OF PALESTINE STUDIES,https://openalex.org/S88529193,Journal of Palestine Studies,False
European Review of Economic History,https://openalex.org/S176820844,European Review of Economic History,False
Social Science Japan Journal,https://openalex.org/S156748156,Social Science Japan Journal,False
INDIANA UNIVERSITY MATHEMATICS JOURNAL,https://openalex.org/S196210972,Indiana University Mathematics Journal,False
Forum of Mathematics Sigma,https://openalex.org/S2914224842,Forum of Mathematics Sigma,True
JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS,https://openalex.org/S151579836,Journal of Mathematical Analysis and Applications,False
Journal of Contemporary European Studies,https://openalex.org/S62730910,Journal of Contemporary European Studies,False
ANNALI DELLA SCUOLA NORMALE SUPERIORE DI PISA-CLASSE DI SCIENZE,https://openalex.org/S4210213170,ANNALI SCUOLA NORMALE SUPERIORE - CLASSE DI SCIENZE,False
Selecta Mathematica-New Series,https://openalex.org/S112041929,Selecta Mathematica,False
AFRICA,https://openalex.org/S128375914,Africa,False
Communications in Number Theory and Physics,https://openalex.org/S2492112811,Communications in Number Theory and Physics,False
EUROPE-ASIA STUDIES,https://openalex.org/S115434995,Europe Asia Studies,False
FINITE FIELDS AND THEIR APPLICATIONS,https://openalex.org/S925225069,Finite Fields and Their Applications,False
Annals of Functional Analysis,https://openalex.org/S37340297,Annals of Functional Analysis,False
INTERFACES AND FREE BOUNDARIES,https://openalex.org/S90065678,Interfaces and Free Boundaries Mathematical Analysis Computation and Applications,True
COLUMBIA JOURNAL OF TRANSNATIONAL LAW,https://openalex.org/S29188901,Columbia journal of transnational law,False
Juridicas CUC,https://openalex.org/S2737354461,Jurídicas CUC,True
HISTORY OF POLITICAL ECONOMY,https://openalex.org/S83145862,History of Political Economy,False
HISTORY AND THEORY,https://openalex.org/S92608454,History and Theory,False
JOURNAL OF AMERICAN HISTORY,https://openalex.org/S95667342,Journal of American History,False
WILLIAM AND MARY QUARTERLY,https://openalex.org/S86102577,The William and Mary Quarterly,False
SOCIAL HISTORY,https://openalex.org/S182308971,Social History,False
Twentieth Century British History,https://openalex.org/S69147851,Twentieth Century British History,False
COMPARATIVE STUDIES IN SOCIETY AND HISTORY,https://openalex.org/S21304105,Comparative Studies in Society and History,False
Journal of Mathematical Inequalities,https://openalex.org/S2480022913,Journal of Mathematical Inequalities,True
JOURNAL OF INTERDISCIPLINARY MATHEMATICS,https://openalex.org/S2764429975,Journal of Interdisciplinary Mathematics,False
Bulletin of Mathematical Sciences,https://openalex.org/S4210216696,Bulletin of Mathematical Sciences,True
Journal of the Institute of Mathematics of Jussieu,https://openalex.org/S147002351,Journal of the Institute of Mathematics of Jussieu,False
Journal of Nonlinear Functional Analysis,https://openalex.org/S4210217371,Journal of Nonlinear Functional Analysis,False
Results in Mathematics,https://openalex.org/S939935174,Results in Mathematics,False
Mediterranean Journal of Mathematics,https://openalex.org/S28615201,Mediterranean Journal of Mathematics,False
Constructive Mathematical Analysis,https://openalex.org/S4210221332,Constructive Mathematical Analysis,True
Journal of Fractal Geometry,https://openalex.org/S4210206932,Journal of Fractal Geometry Mathematics of Fractals and Related Topics,True
COMMENTARII MATHEMATICI HELVETICI,https://openalex.org/S175700853,Commentarii Mathematici Helvetici,True
Communications in Mathematics and Statistics,https://openalex.org/S4210185107,Communications in Mathematics and Statistics,False
JOURNAL OF EVOLUTION EQUATIONS,https://openalex.org/S44870929,Journal of Evolution Equations,False
RICERCHE DI MATEMATICA,https://openalex.org/S141413535,Ricerche di Matematica,False
Banach Journal of Mathematical Analysis,https://openalex.org/S90281530,Banach Journal of Mathematical Analysis,False
DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS,https://openalex.org/S19392275,Discrete and Continuous Dynamical Systems,True
PUBLICATIONS OF THE RESEARCH INSTITUTE FOR MATHEMATICAL SCIENCES,https://openalex.org/S40062587,Publications of the Research Institute for Mathematical Sciences,False
Transactions of the London Mathematical Society,https://openalex.org/S4210219495,Transactions of the London Mathematical Society,True
Electronic Journal of Qualitative Theory of Differential Equations,https://openalex.org/S52621960,Electronic journal of qualitative theory of differential equations,True
History of Psychology,https://openalex.org/S32968970,History of Psychology,False
Research in Mathematics,https://openalex.org/S4210213664,Research in Mathematics,False
History and Technology,https://openalex.org/S124167300,History and Technology,False
Global Sixties,https://openalex.org/S4387281323,The Global Sixties,False
JOURNAL OF AFRICAN HISTORY,https://openalex.org/S3091228,The Journal of African History,False
HISTORY WORKSHOP JOURNAL,https://openalex.org/S4210216037,History Workshop Journal,False
Slavery & Abolition,https://openalex.org/S137016846,Slavery and Abolition,False
BULLETIN OF THE MENNINGER CLINIC,https://openalex.org/S136057031,Bulletin of the Menninger Clinic,False
Open Mathematics,https://openalex.org/S44620559,Open Mathematics,True
Bulletin of the Malaysian Mathematical Sciences Society,https://openalex.org/S2488590709,Bulletin of the Malaysian Mathematical Sciences Society,False
Boundary Value Problems,https://openalex.org/S61795452,Boundary Value Problems,True
PSYCHOANALYTIC PSYCHOLOGY,https://openalex.org/S70609798,Psychoanalytic Psychology,False
COMBINATORICA,https://openalex.org/S72366220,COMBINATORICA,False
Electronic Research Archive,https://openalex.org/S4210240239,Electronic Research Archive,True
JOURNAL OF THE LONDON MATHEMATICAL SOCIETY-SECOND SERIES,https://openalex.org/S4210207695,Journal of the London Mathematical Society,False
Kragujevac Journal of Mathematics,https://openalex.org/S2764856153,Kragujevac Journal of Mathematics,True
POTENTIAL ANALYSIS,https://openalex.org/S71596206,Potential Analysis,False
MATHEMATISCHE ZEITSCHRIFT,https://openalex.org/S104894821,Mathematische Zeitschrift,False
EUROPEAN JOURNAL OF COMBINATORICS,https://openalex.org/S204851967,European Journal of Combinatorics,False
LINEAR ALGEBRA AND ITS APPLICATIONS,https://openalex.org/S159544283,Linear Algebra and its Applications,False
Applicable Analysis and Discrete Mathematics,https://openalex.org/S5502893,Applicable Analysis and Discrete Mathematics,True
Opuscula Mathematica,https://openalex.org/S189998195,Opuscula Mathematica,True
Formalized Mathematics,https://openalex.org/S179241345,Formalized Mathematics,True
Journal of Spectral Theory,https://openalex.org/S4210171271,Journal of Spectral Theory,True
Mathematical Control and Related Fields,https://openalex.org/S2492071052,Mathematical Control and Related Fields,True
Journal of Computational Dynamics,https://openalex.org/S4210222410,Journal of Computational Dynamics,True
European Journal of Pure and Applied Mathematics,https://openalex.org/S2764475867,European Journal of Pure and Applied Mathematics,True
Discrete Analysis,https://openalex.org/S4210181101,Discrete Analysis,True
COMMUNICATIONS ON PURE AND APPLIED ANALYSIS,https://openalex.org/S170381558,Communications on Pure &amp Applied Analysis,True
Kinetic and Related Models,https://openalex.org/S145400011,Kinetic and Related Models,True
ANNALI DI MATEMATICA PURA ED APPLICATA,https://openalex.org/S177770778,Annali di Matematica Pura ed Applicata (1923 -),False
FORUM MATHEMATICUM,https://openalex.org/S64527569,Forum Mathematicum,False
Discrete Mathematics Letters,https://openalex.org/S4210212609,Discrete Mathematics Letters,True
Carpathian Mathematical Publications,https://openalex.org/S2764783225,Carpathian Mathematical Publications,True
AKCE International Journal of Graphs and Combinatorics,https://openalex.org/S2764899362,AKCE International Journal of Graphs and Combinatorics,True
Quantum Topology,https://openalex.org/S71154276,Quantum Topology,True
INTERNATIONAL JOURNAL OF MATHEMATICS AND MATHEMATICAL SCIENCES,https://openalex.org/S151851439,International Journal of Mathematics and Mathematical Sciences,True
ASTERISQUE,https://openalex.org/S50818479,Astérisque,False
Economic History of Developing Regions,https://openalex.org/S2764654660,Economic History of Developing Regions,False
Historical Social Research-Historische Sozialforschung,https://openalex.org/S192729060,Historical social research,False
Review of Symbolic Logic,https://openalex.org/S24077076,The Review of Symbolic Logic,False
Journal of Mathematical Logic,https://openalex.org/S29890666,Journal of Mathematical Logic,False
HISTORICAL JOURNAL,https://openalex.org/S205284143,The Historical Journal,False
Contemporary European History,https://openalex.org/S92417479,Contemporary European History,False
INTERNATIONAL REVIEW OF SOCIAL HISTORY,https://openalex.org/S30322847,International Review of Social History,False
Journal of the Civil War Era,https://openalex.org/S2764616258,The Journal of the Civil War Era,False
JOURNAL OF SOUTHERN HISTORY,https://openalex.org/S119035484,The Journal of Southern History,False
JOURNAL OF THE EARLY REPUBLIC,https://openalex.org/S7010830,Journal of the Early Republic,False
Journal of Transport History,https://openalex.org/S4210222384,The Journal of Transport History,False
ENVIRONMENT AND HISTORY,https://openalex.org/S134321629,Environment and History,False
Planning Perspectives,https://openalex.org/S32664174,Planning Perspectives,False
New Global Studies,https://openalex.org/S88455037,New Global Studies,False
Law and History Review,https://openalex.org/S197491701,Law and History Review,False
Childhood in the Past,https://openalex.org/S4210194470,Childhood in the Past,False
Management & Organizational History,https://openalex.org/S168697966,Management & Organizational History,False
INTELLIGENCE AND NATIONAL SECURITY,https://openalex.org/S4210168073,Intelligence & National Security,False
International Journal of the History of Sport,https://openalex.org/S18307414,The International Journal of the History of Sport,False
Modern Intellectual History,https://openalex.org/S156476036,Modern Intellectual History,False
NUMEN-INTERNATIONAL REVIEW FOR THE HISTORY OF RELIGIONS,https://openalex.org/S16595306,Numen,False
JOURNAL OF WORLD HISTORY,https://openalex.org/S52423121,Journal of world history,False
JOURNAL OF BRITISH STUDIES,https://openalex.org/S197577296,Journal of British Studies,False
JOURNAL OF MODERN HISTORY,https://openalex.org/S125270255,The Journal of Modern History,False
Oral History Review,https://openalex.org/S7005137,The Oral History Review,False
Politics Religion & Ideology,https://openalex.org/S26764904,Politics Religion & Ideology,False
JOURNAL OF CONTEMPORARY HISTORY,https://openalex.org/S161550498,Journal of Contemporary History,False
SCANDINAVIAN JOURNAL OF HISTORY,https://openalex.org/S94074959,Scandinavian Journal of History,False
RADICAL HISTORY REVIEW,https://openalex.org/S119692824,Radical History Review,False
Journal of Korean Studies,https://openalex.org/S945374760,The journal of Korean studies,False
Labour History Review,https://openalex.org/S66037779,Labour History Review,False
AFRICAN ECONOMIC HISTORY,https://openalex.org/S81146794,African Economic History,False
Journal of Cold War Studies,https://openalex.org/S200077084,Journal of Cold War Studies,False
AJS Review-The Journal of the Association for Jewish Studies,https://openalex.org/S173948692,AJS Review The Journal of the Association for Jewish Studies,False
LABOR HISTORY,https://openalex.org/S176330965,Labor History,False
Journal of Logical and Algebraic Methods in Programming,https://openalex.org/S4210169521,Journal of Logical and Algebraic Methods in Programming,False
ACM Transactions on Computational Logic,https://openalex.org/S117153874,ACM Transactions on Computational Logic,False
JOURNAL OF LOGIC AND COMPUTATION,https://openalex.org/S47057106,Journal of Logic and Computation,False
BULLETIN OF SYMBOLIC LOGIC,https://openalex.org/S130801046,Bulletin of Symbolic Logic,False
Journal of Logic Language and Information,https://openalex.org/S197419112,Journal of Logic Language and Information,False
JOURNAL OF MULTIPLE-VALUED LOGIC AND SOFT COMPUTING,https://openalex.org/S49741531,Journal of multiple-valued logic and soft computing,False
JOURNAL OF SOCIAL HISTORY,https://openalex.org/S74845278,Journal of Social History,False
