rank,journal_name,issn,eissn,url,source
20045,Onkologija,1408-1741,1581-3215,https://revijaonkologija.si/,DOAJ-ISSN
20045,Onkourologiya,1726-9776,1996-1812,http://oncourology.abvpress.ru/,GoingPub-EISSN
20045,Pacific Business Review International,0974-438X,0974-438X,http://www.pbr.co.in/Publication%20Ethics%20and%20Malpractice%20Statement.pdf,API-Search (Score: 1)
20045,Perspectivas em Dialogo-Revista de Educacao e Sociedade,2358-1840,2358-1840,http://www.seer.ufms.br/index.php/persdia/index,Sources.tsv-ISSN
20045,PHILOSOPHISCHE RUNDSCHAU,0031-8159,1868-7261,http://www.mohr.de/phr,Sources.tsv-ISSN
20045,Proceedings of the Tula States University-Sciences of Earth,2218-5194,2218-5194,https://journalsearches.com/journal.php?title=proceedings%20of%20the%20tula%20states%20university-sciences%20of%20earth,API-Search (Score: 6)
20045,PSYCHIATRIE DE L ENFANT,0079-726X,2102-5320,http://www.cairn.info/revue-la-psychiatrie-de-l-enfant.htm,GoingPub-EISSN
20045,ReS Futurae-Revue d Etudes sur la Science-Fiction,2264-6949,2264-6949,https://journals.openedition.org/resf/,DOAJ-ISSN
20045,Revista Brasileira de Futsal e Futebol,1984-4956,1984-4956,http://www.rbff.com.br/index.php/rbff,GoingPub-ISSN
20045,Revista Cientifica da Faculdade de Educacao e Meio Ambiente,2179-4200,2179-4200,http://www.faema.edu.br/revistas/ojs-2.2.4/index.php/Revista-FAEMA,Sources.tsv-ISSN
20045,Revista Contemporanea de Educacao,1809-5747,1809-5747,https://revistas.ufrj.br/index.php/rce/,DOAJ-ISSN
20045,Revista de Direito da Cidade-City Law,2317-7721,2317-7721,http://www.e-publicacoes.uerj.br/index.php/rdc/index,GoingPub-ISSN
20045,Revista de la Federacion Argentina de Cardiologia,0326-646X,1666-5694,https://journals.indexcopernicus.com/search/details?id=57429,API-Search (Score: 6)
20045,Revista General de Derecho Publico Comparado,1988-5091,1988-5091,https://dialnet.unirioja.es/servlet/revista?codigo=11335,API-Search (Score: 1)
20045,Revista Letras,0100-0888,2236-0999,https://revistas.ufpr.br/letras,Sources.tsv-ISSN
20045,Revista Rol de Enfermeria,0210-5020,0210-5020,https://journalsearches.com/journal.php?title=revista%20rol%20de%20enfermeria,API-Search (Score: 6)
20045,Revista Rupturas,2215-2466,2215-2466,https://revistas.uned.ac.cr/index.php/rupturas,DOAJ-ISSN
20045,Romanian Journal of Transport Infrastructure,2286-2218,2286-2218,https://sciendo.com/journal/RJTI,DOAJ-ISSN
20045,Russian Journal of Building Construction and Architecture,2542-0526,2542-0526,https://vestnikvgasu.wmsite.ru/home,API-Search (Score: 1)
20045,Sistemas & Gestao,1980-5160,1980-5160,http://www.uff.br/sg/index.php/sg/index,Sources.tsv-ISSN
20045,Studia Prawnicze KUL,1897-7146,2719-4264,https://czasopisma.kul.pl/sp,DOAJ-ISSN
20045,Tecnologia en Marcha,0379-3982,2215-3241,https://revistas.tec.ac.cr/index.php/tec_marcha,GoingPub-EISSN
20045,Teoria e Pratica em Administracao-TPA,2238-104X,2238-104X,http://periodicos.ufpb.br/ojs2/index.php/tpa/index,DOAJ-ISSN
20045,Torre del Virrey-Revista de Estudios Culturales,1885-7353,2255-2022,https://journalsearches.com/journal.php?title=Torre%20del%20Virrey-Revista%20de%20Estudios%20Culturales#!,API-Search (Score: 6)
20045,Universitas Medica,0041-9095,2011-0839,https://revistas.javeriana.edu.co/index.php/vnimedica/index,GoingPub-EISSN
20045,Zeitschrift fur Herz Thorax und Gefasschirurgie,0930-9225,1435-1277,https://link.springer.com/journal/398,Sources.tsv-ISSN
20045,ACTA ANAESTHESIOLOGICA BELGICA,0001-5164,2736-5239,https://www.besarpp.be/en/acta,Sources.tsv-ISSN
20045,Actualidad Contable Faces,1316-8533,1316-8533,http://erevistas.saber.ula.ve/index.php/actualidadcontable/issue/archive,DOAJ-ISSN
20045,Actualidades Pedagogicas,0120-1700,2389-8755,http://ap.lasalle.edu.co,Sources.tsv-ISSN
20045,African Journal of Neurological Sciences,1015-8618,1992-2647,http://ajns.paans.org/,Sources.tsv-ISSN
20045,Angiologia,0003-3170,1695-2987,https://scielo.isciii.es/scielo.php?script=sci_serial&pid=0003-3170&lng=en,API-Search (Score: 1)
20045,ARQUIVOS BRASILEROS DE PSICOLOGIA,1809-5267,1809-5267,http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1809-5267&nrm=iso&rep=&lng=pt,DOAJ-ISSN
20045,Biblio 3W-Barcelona,1138-9796,1138-9796,https://journalsearches.com/journal.php?title=biblio%203w-barcelona,API-Search (Score: 6)
20045,Boletin del grupo espanol del carbon,2172-6094,2172-6094,http://www.gecarbon.org/boletin.asp,Sources.tsv-ISSN
20045,British Journalism Review,0956-4748,1741-2668,http://bjr.sagepub.com/,Sources.tsv-ISSN
20045,Calidad de Vida y Salud,1850-6216,1850-6216,https://revistacdvs.uflo.edu.ar/,API-Search (Score: 1)
20045,Cimexus,1870-6479,2007-9206,https://cimexus.umich.mx/index.php/cim1,Sources.tsv-ISSN
20045,Circuit,1183-1693,1183-1693,https://circuit.erudit.org,Sources.tsv-ISSN
20045,Confins-Revue Franco-Bresilienne de Geographie-Revista Franco-Brasileira de Geografia,1958-9212,1958-9212,http://confins.revues.org/,GoingPub-ISSN
20045,Cuadernos del CIMBAGE,1666-5112,1669-1830,http://ojs.econ.uba.ar/index.php/CIMBAGE/index,Sources.tsv-ISSN
20045,Cuestiones de Sociologia,1668-1584,2346-8904,http://www.cuestionessociologia.fahce.unlp.edu.ar/,DOAJ-EISSN
20045,Eptic,1518-2487,1518-2487,http://www.seer.ufs.br/index.php/eptic/index,DOAJ-ISSN
20045,Euskera,0210-1564,0210-1564,https://www.euskaltzaindia.eus/index.php?option=com_argitalpenak&task=testua&Itemid=1230&lang=en&edukia=idazketaArauak,API-Search (Score: 1)
20045,Geografares,2175-3709,2175-3709,https://periodicos.ufes.br/geografares/index,DOAJ-ISSN
20045,GIM International-The Worldwide Magazine for Geomatics,1566-9076,,https://www.gim-international.com/magazine,Sources.tsv-ISSN
20045,Hematologie,1264-7527,1950-6368,https://www.jle.com/en/revues/hma/en_savoir_plus.phtml,API-Search (Score: 1)
20045,Historia e Cultura,2238-6270,2238-6270,http://seer.franca.unesp.br/index.php/historiaecultura/index,Sources.tsv-ISSN
20045,Ingineria Automobilului,1842-4074,1842-4074,https://journals.indexcopernicus.com/journal/38675,API-Search (Score: 6)
20045,Innovacion Educativa-Mexico,1665-2673,2594-0392,https://ores.su/en/journals/innovacion-educativa-mexico/,API-Search (Score: 1)
20045,Journal of the Pancreas,1590-8577,1590-8577,http://bibpurl.oclc.org/web/8136,Sources.tsv-ISSN
20045,McGill Journal of Education,0024-9033,1916-0666,http://mje.mcgill.ca,Sources.tsv-ISSN
20045,Moenia-Revista Lucense de Linguistica & Literatura,1137-2346,2340-003X,https://ores.su/en/journals/moenia-revista-lucense-de-linguistica-and-literatura/,API-Search (Score: 1)
20045,Navus-Revista de Gestao e Tecnologia,2237-4558,2237-4558,http://navus.sc.senac.br,DOAJ-ISSN
20045,Neurosonology and Cerebral Hemodynamics,1312-6431,1312-6431,https://journalsearches.com/journal.php?title=neurosonology%20and%20cerebral%20hemodynamics,API-Search (Score: 6)
20045,Papeles de Trabajo,1851-2577,1851-2577,https://revistasacademicas.unsam.edu.ar/index.php/papdetrab,API-Search (Score: 1)
20045,Politix,0295-2319,1953-8286,http://www.cairn.info/revue-politix.htm,Sources.tsv-ISSN
20045,Portes-Revista Mexicana de Estudios sobre la Cuenca del Pacifico,1870-6800,1870-6800,http://www.portesasiapacifico.com.mx,DOAJ-ISSN
20045,Punto Genero,0719-0417,0719-0417,https://revistapuntogenero.uchile.cl,DOAJ-ISSN
20045,Question,1669-6581,1669-6581,http://perio.unlp.edu.ar/ojs/index.php/question/,GoingPub-ISSN
20045,RBONE-Revista Brasileira de Obesidade Nutricao e Emagrecimento,1981-9919,1981-9919,https://www.rbone.com.br/index.php/rbone,DOAJ-ISSN
20045,Revista de Sociedad Gaditana de Historia Natural,1577-2578,2340-5759,https://journalsearches.com/journal.php?title=revista%20de%20sociedad%20gaditana%20de%20historia%20natural,API-Search (Score: 6)
20045,Revista Ecorfan,2007-1582,2007-3682,http://www.ecorfan.org/revista_bienvenida.php,Sources.tsv-EISSN
20045,Revista Formacao Online,2178-7298,1517-543X,http://revista.fct.unesp.br/index.php/formacao/index,DOAJ-ISSN
20045,Revista General de Derecho Penal,1698-1189,1698-1189,http://www.iustel.com/revistas,Sources.tsv-Name
20045,Revista Latinoamericana de Estudios sobre Cuerpos Emociones y Sociedad,1852-8759,1852-8759,http://relaces.com.ar/index.php/relaces,DOAJ-ISSN
20045,Revista Perspectiva Empresarial,2389-8186,2389-8194,https://revistas.ceipa.edu.co/index.php/perspectiva-empresarial,DOAJ-ISSN
20045,Revista Peruana de Ginecologia y Obstetricia,2304-5124,2304-5132,http://51.222.106.123/,API-Search (Score: 1)
20045,Revista Ra Ximhai,1665-0441,1665-0441,http://raximhai.com.mx/Portal/,GoingPub-ISSN
20045,Revista Univap,1517-3275,2237-1753,http://revista.univap.br,DOAJ-ISSN
20045,Revista Uruguaya de Historia Economica,1688-8561,1688-8561,https://journalsearches.com/journal.php?title=revista%20uruguaya%20de%20historia%20economica,API-Search (Score: 6)
20045,SEA TECHNOLOGY,0093-3651,,https://sea-technology.com/,GoingPub-Name
20045,Space,1228-2472,,https://scholar.korea.ac.kr/journal/31958,API-Search (Score: 1)
20045,Vision Gerencial,2477-9547,1317-8822,http://erevistas.saber.ula.ve/index.php/visiongerencial,DOAJ-ISSN
20045,Zeitschrift fur Pneumologie,2731-7404,2731-7412,https://link.springer.com/journal/10405,API-Search (Score: 11)
20045,Anuario Calderoniano,1888-8046,,http://www.unav.edu/publicacion/anuario-calderoniano,Sources.tsv-ISSN
20045,Auster,1514-0121,2346-8890,https://www.auster.fahce.unlp.edu.ar/,DOAJ-EISSN
20045,Cauce-Revista Internacional de Filologia Comunicacion y sus Didacticas,0212-0410,0212-0410,https://editorial.us.es/es/revistas/cauce-revista-internacional-de-filologia-comunicacion-y-sus-didacticas,API-Search (Score: 1)
20045,Ciudad Paz-Ando,2011-5253,2422-278X,http://revistas.udistrital.edu.co/ojs/index.php/cpaz/index,DOAJ-ISSN
20045,Cuaderno Activa,2027-8101,2027-8101,http://ojs.tdea.edu.co/index.php/cuadernoactiva,Sources.tsv-Name
20045,DANCE MAGAZINE,0011-6009,,https://www.dancemagazine.com/,Sources.tsv-ISSN
20045,DOWN BEAT,0012-5768,0012-5768,http://www.downbeat.com/,Sources.tsv-ISSN
20045,e-Legal History Review,1699-5317,1699-5317,https://journalsearches.com/journal.php?title=e-legal%20history%20review,API-Search (Score: 6)
20045,Filtration + Separation,0015-1882,1873-7218,https://www.journals.elsevier.com/filtration-separation,Sources.tsv-ISSN
20045,Finlay,2221-2434,2221-2434,http://revfinlay.sld.cu/index.php/finlay,GoingPub-ISSN
20045,Foro-Revista de Ciencias Juridicas y Sociales. NuevaEpoca,1698-5583,2255-5285,https://wos-journal.info/journalid/3917,API-Search (Score: 6)
20045,Gastroenterologie,2731-7420,2731-7439,https://link.springer.com/journal/11377,API-Search (Score: 11)
20045,Gazeta de Antropologia,2340-2792,2340-2792,http://www.gazeta-antropologia.es,GoingPub-ISSN
20045,GREAT PLAINS QUARTERLY,0275-7664,2333-5092,https://nebraskapressjournals.unl.edu/journal/great-plains-quarterly,API-Search (Score: 6)
20045,HISTORIA,1270-0835,,http://www.scielo.br/scielo.php?script=sci_serial&pid=0101-9074&lng=en&nrm=iso,GoingPub-Name
20045,Historiografias-Revista de Historia y Teoria,2174-4289,2174-4289,http://www.unizar.es/historiografias,Sources.tsv-ISSN
20045,HUDSON REVIEW,0018-702X,2325-5935,http://www.hudsonreview.com/,Sources.tsv-ISSN
20045,Identidade,2178-437X,2178-437X,http://www.est.edu.br/periodicos/index.php/identidade,Sources.tsv-ISSN
20045,INSULA-REVISTA DE LETRAS Y CIENCIAS HUMANAS,0020-4536,,https://wos-journal.info/journalid/5660,API-Search (Score: 6)
20045,LIBRARY AND INFORMATION SCIENCE,0373-4447,0373-4447,https://journals.indexcopernicus.com/search/details?id=19750,API-Search (Score: 6)
20045,Llengua & Literatura,0213-6554,2013-9527,https://revistes.iec.cat/index.php/LLiL,DOAJ-ISSN
20045,Materia Arquitectura,0718-7033,0718-7033,http://www.materiaarquitectura.com,DOAJ-ISSN
20045,Medisur-Revista de Ciencias Medicas de Cienfuegos,1727-897X,1727-897X,http://www.medisur.sld.cu/index.php/medisur/index,DOAJ-ISSN
20045,OPERA,0030-3526,0030-3526,http://revistas.uexternado.edu.co/index.php/opera,GoingPub-ISSN
20045,Pensamiento al Margen,2386-6098,2386-6098,http://www.pensamientoalmargen.com/,DOAJ-ISSN
20045,Revista de Hispanismo Filosofico,1136-8071,1136-8071,https://revista.ahf-filosofia.es/index.php/files/historico,Sources.tsv-ISSN
20045,Revue Archeologique du Centre de la France,1951-6207,1951-6207,https://journals.openedition.org/racf/,DOAJ-ISSN
20045,Sala Preta,2238-3867,2238-3867,https://www.revistas.usp.br/salapreta,DOAJ-ISSN
20045,SALMAGUNDI-A QUARTERLY OF THE HUMANITIES AND SOCIAL SCIENCES,0036-3529,,https://journalsearches.com/journal.php?title=salmagundi-a%20quarterly%20of%20the%20humanities%20and%20social%20sciences,API-Search (Score: 6)
20045,STAND,0038-9366,,https://ores.su/en/journals/stand/,API-Search (Score: 1)
20045,Storica,1125-0194,1973-2236,https://www.viella.it/catalogo/rivista/122,API-Search (Score: 1)
20045,Tanz,1869-7720,1869-7720,https://www.der-theaterverlag.de/tanz/tanz,Sources.tsv-ISSN
20045,Veredas-Revista da Associacao Internacional de Lusitanistas,0874-5102,,https://revistaveredas.org/index.php/ver/index,DOAJ-ISSN
21203,Pediatria i Medycyna Rodzinna-Paediatrics and Family Medicine,1734-1531,2451-0742,http://www.pimr.pl/,GoingPub-EISSN
21203,Romanica Olomucensia,1803-4136,2571-0966,https://romanica.upol.cz/,DOAJ-ISSN
21203,Missouri Review,0191-1961,1548-9930,http://www.missourireview.com,Sources.tsv-ISSN
21203,Carte Romanze,2282-7447,2282-7447,http://riviste.unimi.it/index.php/carteromanze,DOAJ-ISSN
21203,Scrutiny2-Issues in English Studies in Southern Africa,1812-5441,1753-5409,https://www.tandfonline.com/toc/rscr20/current,Sources.tsv-ISSN
21203,OXFORD GERMAN STUDIES,0078-7191,1745-9214,http://www.tandfonline.com/action/journalInformation?show=aimsScope&journalCode=yogs20,Sources.tsv-ISSN
21203,Zeitschrift fur Katalanistik,0932-2221,,http://www.romanistik.uni-freiburg.de/pusch/zfk/index.htm,Sources.tsv-Name
21203,PARERGON,0313-6221,1832-8334,https://parergon.org/,API-Search (Score: 1)
21203,Etudes Romanes de Brno,1803-7399,2336-4416,https://www.phil.muni.cz/journals/erb,DOAJ-ISSN
21203,RIVISTA DI LETTERATURA STORIOGRAFICA ITALIANA,2532-9626,2611-2787,https://wos-journal.info/journalid/23690,API-Search (Score: 6)
21203,WALLACE STEVENS JOURNAL,0148-7132,2160-0570,http://www.press.jhu.edu/journals/wallace_stevens_journal/,Sources.tsv-ISSN
21203,Digithum,1575-2275,1575-2275,http://digithum.uoc.edu,GoingPub-ISSN
21203,Revista Hispanica Moderna,0034-9593,1944-6446,http://rhm.pennpress.org/,Sources.tsv-ISSN
21203,Ben Jonson Journal,1079-3453,1755-165X,http://www.euppublishing.com/journal/bjj,Sources.tsv-ISSN
21203,Anales Galdosianos,0569-9924,2161-301X,http://www.bu.edu/analesgaldosianos,Sources.tsv-ISSN
21203,COLLEGE LITERATURE,0093-3139,1542-4286,http://muse.jhu.edu/journals/college_literature,Sources.tsv-ISSN
21203,ZEITSCHRIFT FUR FRANZOSISCHE SPRACHE UND LITERATUR,0044-2747,2366-2425,http://elibrary.steiner-verlag.de/ejournals/zeitschrift-fuer-franzoesische-sprache-und-literatur.html,Sources.tsv-ISSN
21203,SLAVIC AND EAST EUROPEAN JOURNAL,0037-6752,0037-6752,http://u.osu.edu/seej,Sources.tsv-ISSN
21203,ROMANCE NOTES,0035-7995,2165-7599,https://muse.jhu.edu/journal/588,API-Search (Score: 1)
21203,ROMANISCHE FORSCHUNGEN,0035-8126,1864-0737,http://www.ingentaconnect.com/content/klos/rofo;jsessionid=7abq4g0n438q9.victoria,Sources.tsv-ISSN
21203,In Situ-Revue de Patrimoines,1630-7305,1630-7305,https://journals.openedition.org/insitu/,DOAJ-ISSN
21203,Symbolae Osloenses,0039-7679,1502-7805,https://www.tandfonline.com/toc/sosl20/current,Sources.tsv-ISSN
21203,Nordic Theatre Studies,0904-6380,2002-3898,https://ojs.statsbiblioteket.dk/index.php/nts/index,Sources.tsv-ISSN
21203,Arizona Quarterly,0004-1610,1558-9595,https://www.press.jhu.edu/journals/arizona-quarterly-journal-american-literature-culture-theory?srsltid=AfmBOoo4WGmvgNUPY6N-C6VrJ6MKLbWl9PgM-DteZfJFKrDHmfOcmjQn,API-Search (Score: 1)
21203,Manoa-A Pacific Journal of International Writing,1045-7909,1527-943X,http://www.uhpress.hawaii.edu/journals/manoa/,Sources.tsv-ISSN
21203,Cogent Mathematics & Statistics,,2574-2558,https://www.tandfonline.com/toc/oama21/current,Sources.tsv-EISSN
21203,F Scott Fitzgerald Review,1543-3951,1755-6333,http://search.epnet.com/direct.asp?db=ulh&jn=TLP&scope=site,Sources.tsv-ISSN
21203,HISPANOFILA,0018-2206,2165-6185,https://journals.indexcopernicus.com/search/details?id=16738,API-Search (Score: 6)
21203,MEANJIN,0025-6293,1448-8094,https://meanjin.xp3.biz/index.php,Enhanced-Search (Score: 1)
21203,Studies in American Jewish Literature,0271-9274,1948-5077,https://www.psupress.org/journals/jnls_SAJL.html?srsltid=AfmBOoqYrySz3qYTIYnzSrz1tCC7YBvISNLUP9fzS1lTN0N_D7RBs6VC,API-Search (Score: 1)
21203,Madrygal-Revista de Estudios Gallegos,1138-9664,1988-3285,http://revistas.ucm.es/index.php/MADR,Sources.tsv-Name
21203,Technoetic Arts,1477-965X,1758-9533,https://journalpublishingguide.vu.nl/WebQuery/vubrowser/19954,API-Search (Score: 6)
21203,Trans-Revista Transcultural de Musica,1697-0101,1697-0101,https://ores.su/en/journals/trans-revista-transcultural-de-musica/,API-Search (Score: 1)
21203,CESKA LITERATURA,0009-0468,2571-094X,https://asjournals.lib.cas.cz/ceskaliteratura/home?lang=en,DOAJ-ISSN
21203,Exemplaria Classica,1699-3225,2173-6839,https://isaw.nyu.edu/publications/awol-index/html/www.uhu.es/publicaciones-ojs-index-php-exemplaria-index.html,API-Search (Score: 1)
21203,ETUDES FRANCAISES,0014-2085,1492-1405,https://portal.issn.org/resource/ISSN/0014-2085,API-Search (Score: 1)
21203,MISSISSIPPI QUARTERLY,0026-637X,2689-517X,http://www.missq.msstate.edu/,Sources.tsv-ISSN
21203,Revista de Historia das Ideias,0870-0958,2183-8925,https://impactum-journals.uc.pt/rhi,GoingPub-EISSN
21203,TEXAS STUDIES IN LITERATURE AND LANGUAGE,0040-4691,1534-7303,http://utpress.utexas.edu/index.php/journals/texas-studies-in-literature-and-language,Sources.tsv-ISSN
21203,Vizantiiskii Vremennik,0132-3776,,https://journalsearches.com/journal.php?title=vizantiiskii%20vremennik,API-Search (Score: 6)
21203,MEDIUM AEVUM,0025-8385,,https://journals.indexcopernicus.com/search/details?id=1276,API-Search (Score: 6)
21203,Micrologus-Nature Science and Medieval Societies,1123-2560,1123-2560,https://journalsearches.com/journal.php?title=micrologus-nature%20science%20and%20medieval%20societies,API-Search (Score: 6)
21203,Nashim-A Journal of Jewish Womens Studies & Gender Issues,0793-8934,1565-5288,http://muse.jhu.edu/journals/nsh,Sources.tsv-ISSN
21203,Journal of Modern Chinese History,1753-5654,1753-5662,https://www.tandfonline.com/toc/rmoh20/current,Sources.tsv-ISSN
21203,Estudios de Teoria Literaria-Revista Digital-Artes Letras Humanidades,2313-9676,2313-9676,http://fh.mdp.edu.ar/revistas/index.php/etl,DOAJ-ISSN
21203,Langston Hughes Review,0737-0555,2576-649X,http://lion.chadwyck.com/contents/abl_toc/LangstonHughesReview/issues.jsp,Sources.tsv-ISSN
21203,Industrial Archaeology Review,0309-0728,1745-8196,https://www.tandfonline.com/toc/yiar20/current,GoingPub-EISSN
21203,FAMILY & COMMUNITY HISTORY,1463-1180,1751-3812,https://www.tandfonline.com/loi/yfch20,Sources.tsv-ISSN
21203,ZEITSCHRIFT FUR GERMANISTIK,0323-7982,,http://peterlang.metapress.com/content/120127,Sources.tsv-ISSN
21203,Journal of Visual Art and Design,2337-5795,2338-5480,https://journals.itb.ac.id/index.php/jvad,API-Search (Score: 6)
21203,ATHENAEUM-STUDI PERIODICI DI LETTERATURA E STORIA DELL ANTICHITA,0004-6574,0004-6574,https://journals.indexcopernicus.com/journal/24279,API-Search (Score: 6)
21203,Limite-Revista de Estudios Portugueses y de la Lusofonia,1888-4067,2253-7929,https://journalsearches.com/journal.php?title=Limite-Revista%20de%20Estudios%20Portugueses%20y%20de%20la%20Lusofonia#!,API-Search (Score: 6)
